Timestamp,Model,Parameters,Split,Aspect_F1,Sentiment_F1,Overall_F1,Asp_F1_food,Asp_F1_price,Asp_F1_service,Asp_F1_ambience,Asp_F1_anecdotes/miscellaneous,Sent_F1_positive,Sent_F1_negative,Sent_F1_neutral,Sent_F1_conflict,Evaluated_File
2026-03-06 23:33:59,DistilBERT,"Ep=2, LR=2e-5",dev,0.747457627118644,0.7105263157894738,0.5559322033898305,0.8641975308641976,0,0.7630057803468208,0.5765765765765766,0.8076923076923076,0.8347245409015026,0.644194756554307,0.4999999999999999,0,C:\Work\Chula\NLP\Contest1_SentimentAnalysis\outputs\val_preds_bert.csv
2026-03-06 23:35:09,DistilBERT,"Ep=2, LR=2e-5",train,0.8202843199660513,0.7905882352941176,0.6645448758752387,0.9228149829738933,0.009950248756218907,0.7857142857142858,0.6839826839826839,0.8653846153846153,0.9018822587104525,0.761111111111111,0.5276752767527676,0,C:\Work\Chula\NLP\Contest1_SentimentAnalysis\outputs\train_preds_bert.csv
