Timestamp,Model,Parameters,Split,Aspect_F1,Sentiment_F1,Overall_F1,Evaluated_File
2026-03-06 20:50:06,DistilBERT Baseline,"Ep=2, LR=2e-5",dev,0.8034188034188035,0.7857142857142858,0.6666666666666666,C:\Work\Chula\NLP\Contest1_SentimentAnalysis\src\..\val_preds_bert.csv
2026-03-06 20:51:26,DistilBERT Baseline,"Ep=2, LR=2e-5",train,0.8543182242119007,0.7929809901817423,0.6901697444506621,C:\Work\Chula\NLP\Contest1_SentimentAnalysis\src\..\train_preds_bert.csv
